Date,Open,High,Low,Close,Adj Close,Volume
2019-03-11,14.950000,15.480000,14.870000,15.340000,15.009741,20015600
2019-03-18,15.310000,15.660000,14.940000,14.940000,14.618352,16059100
2019-03-25,14.870000,15.110000,14.570000,14.920000,14.598783,16575700
2019-04-01,15.140000,16.040001,15.050000,16.000000,15.771188,19787600
2019-04-08,15.900000,16.180000,15.670000,16.090000,15.859900,12089500
2019-04-15,16.100000,16.670000,15.960000,16.330000,16.096468,13727700
2019-04-22,16.290001,17.360001,16.070000,17.299999,17.052595,28750600
2019-04-29,17.299999,17.600000,16.809999,17.570000,17.318733,24247300
2019-05-06,16.930000,17.250000,16.040001,16.309999,16.076754,21951900
2019-05-13,15.890000,16.170000,15.260000,15.550000,15.327622,24298300
2019-05-20,15.290000,15.800000,14.930000,15.470000,15.248767,25403000
2019-05-27,15.550000,18.139999,15.160000,17.820000,17.565159,56140500
2019-06-03,22.389999,22.430000,21.860001,22.120001,21.803667,182353000
2019-06-10,22.129999,22.230000,21.990000,22.059999,21.744524,54322100
2019-06-17,22.070000,22.350000,22.000000,22.170000,21.852951,58397800
2019-06-24,22.200001,22.330000,22.129999,22.240000,21.921949,38659000
2019-07-01,22.469999,22.480000,22.240000,22.309999,22.100603,33617500
2019-07-08,22.299999,22.500000,22.270000,22.490000,22.278915,28903200
2019-07-15,22.450001,22.510000,22.280001,22.280001,22.070887,31719400
2019-07-22,22.350000,23.040001,22.330000,22.879999,22.665255,26450400
2019-07-29,22.850000,23.110001,22.799999,22.820000,22.605820,28707400
2019-08-05,22.629999,22.900000,22.500000,22.680000,22.467133,30014900
2019-08-12,22.660000,22.969999,22.639999,22.959999,22.744503,16411300
2019-08-19,22.969999,23.100000,22.830000,22.850000,22.635538,15392600
2019-08-26,22.930000,23.090000,22.639999,23.010000,22.794035,25613500
2019-09-02,22.990000,23.180000,22.959999,23.150000,22.932722,18649700
2019-09-09,23.180000,23.379999,23.100000,23.340000,23.120937,29519000
2019-09-16,23.320000,23.400000,23.180000,23.240000,23.021875,26878300
2019-09-23,23.240000,23.430000,23.209999,23.209999,22.992157,15434700
2019-09-30,23.240000,23.410000,23.160000,23.400000,23.290186,19468600
2019-10-07,23.389999,23.480000,23.370001,23.450001,23.339952,20794500
2019-10-14,23.469999,23.469999,23.350000,23.440001,23.330000,15993500
2019-10-21,23.450001,23.500000,23.260000,23.350000,23.240423,13414800
2019-10-28,23.350000,23.379999,23.090000,23.270000,23.160797,21975500
2019-11-04,23.299999,23.389999,23.260000,23.309999,23.200609,17265900
2019-11-11,23.290001,23.459999,23.290001,23.440001,23.330000,13467100
2019-11-18,23.410000,23.450001,23.320000,23.410000,23.300140,19948100
2019-11-25,23.420000,23.520000,23.340000,23.450001,23.339952,11536800
2019-12-02,23.440001,23.549999,23.370001,23.400000,23.290186,19470800
2019-12-09,23.410000,23.469999,23.309999,23.379999,23.270281,25371000
2019-12-16,23.379999,23.500000,23.290001,23.500000,23.389717,30561200
2019-12-23,23.450001,23.490000,23.340000,23.430000,23.320047,13980300
2019-12-30,23.450001,23.490000,23.299999,23.480000,23.480000,11353300
2020-01-06,23.440001,23.530001,23.320000,23.400000,23.400000,42497300
2020-01-13,23.410000,23.490000,23.330000,23.490000,23.490000,24769300
2020-01-20,23.430000,23.469999,23.379999,23.459999,23.459999,18330100
2020-01-27,23.440001,23.450001,23.330000,23.330000,23.330000,23398400
2020-02-03,23.389999,23.440001,22.330000,23.420000,23.420000,26352200
2020-02-10,23.420000,23.500000,23.350000,23.420000,23.420000,20560000
2020-02-17,23.379999,23.440001,23.370001,23.400000,23.400000,15160100
2020-02-24,23.320000,23.400000,22.920000,23.090000,23.090000,38143600
2020-03-02,23.100000,23.320000,15.920000,16.370001,16.370001,122533200
2020-03-09,15.410000,16.299999,14.910000,15.280000,15.280000,18089900
2020-03-10,22.400000,22.389999,22.000000,22.145000,22.145000,14978398
